area,op,family,current_status,bucket,owner,next_action,source
backend_kernel,arange,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cast,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,masked_fill,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,mor_partition,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,mor_router,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,mor_scatter,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,pack,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,patchify,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,pixel_shuffle,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,pixel_unshuffle,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rearrange,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rope_merge,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rope_split,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,transpose,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,unpack,layout_transform,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cholesky,linalg_decomposition,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,lu,linalg_decomposition,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,qr,linalg_decomposition,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,svd,linalg_decomposition,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cholesky_solve,linalg_solver,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,tri_solve,linalg_solver,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,bitwise_and,logical,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,bitwise_not,logical,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,bitwise_or,logical,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,bitwise_xor,logical,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,logical_and,logical,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,logical_not,logical,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,logical_or,logical,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,logical_xor,logical,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,batched_gemm,loop_nest,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,factorized_matmul,loop_nest,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,gemm,loop_nest,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,grouped_gemm,loop_nest,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,latent_kv_compress,loop_nest,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,latent_kv_expand_k,loop_nest,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,latent_kv_expand_v,loop_nest,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,matmul,loop_nest,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,moe_swiglu_block,loop_nest,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,quantized_matmul,loop_nest,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,asymmetric_bce,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,binary_cross_entropy_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,contrastive_divergence_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,contrastive_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cosine_embedding_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cross_entropy_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ctc_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ddpm_noise_pred_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,denoising_score_matching_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,focal_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,huber_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,implicit_score_matching_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,info_nce_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,js_divergence,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,kl_divergence,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,label_smoothed_cross_entropy,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,load_balance_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,log_cosh_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,mae_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,mse_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,nt_xent_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,persistent_cd_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,score_matching_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,seq2seq_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,smooth_l1_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,triplet_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,vlb_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,wasserstein_distance,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,z_loss,loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,memory_read,memory,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,conv1d,model_layer,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,conv_transpose,model_layer,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,linear_general,model_layer,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,lora_linear,model_layer,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,moe,moe,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,moe_combine,moe_transport,partial,multi_gpu_deferred,distributed_validation,Backend kernel proof needs distributed or collective execution ownership.,primitive_coverage.contract_status.backend_kernel
backend_kernel,moe_dispatch,moe_transport,partial,multi_gpu_deferred,distributed_validation,Backend kernel proof needs distributed or collective execution ownership.,primitive_coverage.contract_status.backend_kernel
backend_kernel,group_norm,normalization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,instance_norm,normalization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,layer_norm,normalization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rmsnorm,normalization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rmsnorm_safe,normalization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,spectral_norm,normalization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,weight_norm,normalization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,abs,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,absolute,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ceil,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clamp,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,floor,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,isfinite,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,isinf,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,isnan,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,maximum,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,minimum,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,reciprocal,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,round,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,sign,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,trunc,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,where,numeric_helper,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,lamb,optimizer,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,muon,optimizer,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,nesterov,optimizer,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,adaptive_pool,pooling,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,avg_pool,pooling,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,max_pool,pooling,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,min_pool,pooling,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,alibi,position_encoding,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,factorized_pos_emb,position_encoding,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ntk_rope,position_encoding,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,qkv_projection,projection,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,dequant_grouped_gemm,quantization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,dequant_matmul,quantization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,dequantize_int4,quantization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,dequantize_int8,quantization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,fake_quantize,quantization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,quantize_int4,quantization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,quantize_int8,quantization,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,dequantize_fp4,quantize,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,dequantize_fp6,quantize,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,dequantize_fp8,quantize,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,dequantize_nvfp4,quantize,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,quantize_fp4,quantize,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,quantize_fp6,quantize,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,quantize_fp8,quantize,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,quantize_nvfp4,quantize,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,dropout,random_mask,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rng_normal,random_source,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rng_uniform,random_source,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,bidirectional_scan,recurrent,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,gru_cell,recurrent,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,simple_rnn_cell,recurrent,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,amax,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,amin,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,argmax,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,argmin,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_norm_squared,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,count_nonzero,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cummax,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cummin,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cumprod,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cumsum,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,max,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,mean,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,min,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,prod,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,std,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,var,reduction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cispo_policy_loss,rl_loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,grpo_policy_loss,rl_loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,normalize_group_advantages,rl_loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ppo_policy_loss,rl_loss,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rng_bernoulli,rng,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rng_beta,rng,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rng_categorical,rng,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rng_dirichlet,rng,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rng_gamma,rng,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
